label_1	982	0	0	0	0	0	1	0	0
label_1	983	0	0	0	0	0	1	0	0
label_1	984	0	0	0	0	0	1	0	0
label_1	985	0	0	0	0	0	1	0	0
label_1	986	0	0	0	0	0	1	0	0
label_1	987	0	0	0	0	0	1	0	0
label_1	988	0	0	0	0	0	1	0	0
label_1	989	0	0	0	0	0	1	0	0
label_1	990	0	0	0	0	0	1	0	0
label_1	991	0	0	0	0	0	1	0	0
label_1	992	0	0	0	0	0	1	0	0
label_1	993	0	0	0	0	0	1	0	0
label_1	994	0	0	0	0	0	1	0	0
label_1	995	0	0	0	0	0	1	0	0
label_1	996	0	0	0	0	0	1	0	0
label_1	997	0	0	0	0	0	1	0	0
label_1	998	0	0	0	0	0	1	0	0
label_1	999	0	0	0	0	0	1	0	0
label_1	1000	0	0	0	0	0	1	0	0
label_1	1001	0	0	0	0	0	1	0	0
label_1	1002	0	0	0	0	0	1	0	0
label_1	1003	0	0	0	0	0	1	0	0
label_1	1004	0	0	0	0	0	1	0	0
label_1	1005	0	0	0	0	0	1	0	0
label_1	1006	0	0	0	0	0	1	0	0
label_1	1007	0	0	0	0	0	1	0	0
label_1	1008	0	0	0	0	0	1	0	0
label_1	1009	0	0	0	0	0	1	0	0
label_1	1010	0	0	0	0	0	1	0	0
label_1	1011	0	0	0	0	0	1	0	0
label_1	1012	0	0	0	0	0	1	0	0
label_1	1013	0	0	0	0	0	1	0	0
label_1	1014	0	0	0	0	0	1	0	0
label_1	1015	0	0	0	0	0	1	0	0
label_1	1016	0	0	0	0	0	1	0	0
label_1	1017	0	0	0	0	0	1	0	0
label_1	1018	0	0	0	0	0	1	0	0
label_1	1019	0	0	0	0	0	1	0	0
label_1	1020	0	0	0	0	0	1	0	0
label_1	1021	0	0	0	0	0	1	0	0
label_1	1022	0	0	0	0	0	1	0	0
label_1	1023	0	0	0	0	0	1	0	0
label_1	1024	0	0	0	0	0	1	0	0
label_1	1025	0	0	0	0	0	1	0	0
label_1	1026	0	0	0	0	0	1	0	0
label_1	1027	0	0	0	0	0	1	0	0
label_1	1028	0	0	0	0	0	1	0	0
