label,position,val-2,val-3,val-4,val-5,val-6,val-7,val-8,val-9
label_6,333,0,0,0,0,1,0,0,1
label_6,334,0,0,0,0,1,0,0,1
label_6,335,0,0,0,0,1,0,0,1
label_6,336,0,0,0,0,1,0,0,1
label_6,337,0,0,0,0,1,0,0,1
label_6,338,0,0,0,0,1,0,0,1
label_6,339,0,0,0,0,1,0,0,1
label_6,340,0,0,0,0,1,0,0,1
label_6,341,0,0,0,0,1,0,0,1
label_6,342,0,0,0,0,1,0,0,1
label_6,343,0,0,0,0,1,0,0,1
label_6,344,0,0,0,0,1,0,0,1
label_6,345,0,0,0,0,1,0,0,1
label_6,346,0,0,0,0,1,0,0,1
label_6,347,0,0,0,0,1,0,0,1
label_6,348,0,0,0,0,1,0,0,1
label_6,349,0,0,0,0,1,0,0,1
label_6,350,0,0,0,0,1,0,0,1
label_6,351,0,0,0,0,1,0,0,1
label_6,352,0,0,0,0,1,0,0,1
label_6,353,0,0,0,0,1,0,0,1
label_6,354,0,0,0,0,1,0,0,1
label_6,355,0,0,0,0,1,0,0,1
label_6,356,0,0,0,0,1,0,0,1
label_6,357,0,0,0,0,1,0,0,1
label_6,358,0,0,0,0,1,0,0,1
label_6,359,0,0,0,0,1,0,0,1
label_6,360,0,0,0,0,1,0,0,1
label_6,361,0,0,0,0,1,0,0,1
label_6,362,0,0,0,0,1,0,0,1
label_6,363,0,0,0,0,1,0,0,1
label_6,364,0,0,0,0,1,0,0,1
label_6,365,0,0,0,0,1,0,0,1
label_6,366,0,0,0,0,1,0,0,1
label_6,367,0,0,0,0,1,0,0,1
label_6,368,0,0,0,0,1,0,0,1
label_6,369,0,0,0,0,1,0,0,1
label_6,370,1,0,0,0,1,0,0,1
label_6,371,1,0,0,0,1,0,0,1
label_6,372,1,0,0,0,1,0,0,1
label_6,373,1,0,0,0,1,0,0,1
label_6,374,1,0,0,0,1,0,0,1
label_6,375,1,0,0,0,1,0,0,1
label_6,376,1,0,0,0,1,0,0,1
label_6,377,1,0,0,0,1,0,0,1
label_6,378,1,0,0,0,1,0,0,1
label_6,379,1,0,0,0,1,0,0,1
label_6,380,1,0,0,0,1,0,0,1
label_6,381,1,0,0,0,1,0,0,1
label_6,382,1,0,0,0,1,0,0,1
label_6,383,1,0,0,0,1,0,0,1
label_6,384,1,0,0,0,1,0,0,1
label_6,385,1,0,0,0,1,0,0,1
label_6,386,1,0,0,0,1,0,0,1
label_6,387,1,0,0,0,1,0,0,1
label_6,388,1,0,0,0,1,0,0,1
label_6,389,1,0,0,0,1,0,0,1
label_6,390,1,0,0,0,1,0,0,1
label_6,391,1,0,0,0,1,0,0,1
label_6,392,1,0,0,0,1,0,0,1
label_6,393,1,0,0,0,1,0,0,1
label_6,394,1,0,0,0,1,0,0,1
label_6,395,1,0,0,0,1,0,0,1
label_6,396,1,0,0,0,1,0,0,1
label_6,397,1,0,0,0,1,0,0,1
label_6,398,1,0,0,0,1,0,0,1
label_6,399,1,0,0,0,1,0,0,1
label_6,400,1,0,0,0,1,0,0,1
label_6,401,1,0,0,0,1,0,0,1
label_6,402,1,0,0,0,1,0,0,1
label_6,403,1,0,0,0,1,0,0,1
label_6,404,1,0,0,0,1,0,0,1
label_6,405,1,0,0,0,1,0,0,1
label_6,406,1,0,0,0,1,0,0,1
label_6,407,1,0,0,0,1,0,0,1
label_6,408,1,0,0,0,1,0,0,1
label_6,409,1,0,0,0,1,0,0,1
label_6,410,1,0,0,0,1,0,0,1
label_6,411,1,0,0,0,1,0,0,1
label_6,412,1,0,0,0,1,0,0,1
label_6,413,1,0,0,0,1,0,0,1
label_6,414,1,0,0,0,1,0,0,1
label_6,415,1,0,0,0,1,0,0,1
label_6,416,0,0,0,0,1,0,0,1
label_6,417,1,0,0,0,1,0,0,1
label_6,418,1,0,0,0,1,0,0,1
label_6,419,1,0,0,0,1,0,0,1
